"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.952699031E2,3.565734029E-1,-1.031168461E0,7.192630768E-1
2.953699031E2,2.013396919E-1,-8.221549392E-1,2.113515854E0
2.954699031E2,8.656699657E-1,-2.711924314E0,7.100944519E-1
2.955699031E2,-1.047660708E-1,-3.166523874E-1,-3.531453133E0
2.956699031E2,1.011754274E-1,8.577624559E-1,-4.250505447E0
2.957699031E2,-6.588470936E-1,5.165448189E-1,2.127620697E0
2.958699031E2,-5.384409428E-2,-1.205477715E0,4.199423790E0
2.959699031E2,-4.254503250E-1,-2.582061291E0,7.917976379E-1
2.960699031E2,7.681006789E-1,-1.078919649E0,-1.977201462E0
2.961699031E2,2.287453413E-2,1.019219637E0,-2.818234921E0
2.962699031E2,-8.719289303E-2,-3.866807520E-1,8.852205276E-1
2.963699031E2,-1.877611876E-1,-1.207709074E0,2.980846405E0
2.964699031E2,-2.993519902E-1,-3.316875219E0,4.913584709E0
2.965699031E2,6.411532164E-1,4.404218495E-2,-2.432178497E0
2.966699031E2,4.546003640E-1,8.055261374E-1,-4.462965012E0
2.967699031E2,-3.074445724E-1,-5.269577503E-1,1.159823418E0
2.968699031E2,-3.315471411E-1,-4.423472583E-1,3.764140129E0
2.969698698E2,-7.798402309E-1,-2.066184044E0,2.520621300E0
2.970698364E2,1.180624962E0,-1.631363988E0,2.418136597E-1
2.971698031E2,2.604275942E-1,1.034888864E0,-3.157685280E0
2.972697698E2,-2.552285194E-1,-5.295661092E-1,-2.548046112E-1
2.973697365E2,4.341770411E-1,-1.275945902E0,2.434652328E0
2.974697032E2,1.095184088E0,-2.195919752E0,4.488838196E0
2.975696698E2,1.394621849E0,-6.560268402E-1,-6.407079697E-1
2.976696365E2,4.179224670E-1,9.026185274E-1,-4.665640831E0
2.977696031E2,-3.442422152E-1,1.070293933E-1,2.609643936E-1
2.978695699E2,-2.810997963E-1,-6.432574987E-2,2.481236458E0
2.979695365E2,5.480651855E-1,-7.962182164E-1,2.605627060E0
2.980695032E2,1.204288960E0,-1.897120357E0,-1.182881355E0
2.981694698E2,-1.120921373E-1,5.348592997E-3,-2.432969093E0
2.982694365E2,7.223445177E-2,1.850912273E-1,-1.200728416E0
2.983694032E2,1.982073784E-1,-1.403305769E0,1.652324677E0
2.984693698E2,1.374363422E0,-7.692749500E-1,1.369951248E0
2.985693371E2,1.609658003E0,-1.318527699E0,5.743808746E-1
2.986693038E2,3.137921691E-1,1.096201777E0,-4.263064861E0
2.987692704E2,3.719693422E-2,4.759043455E-1,-1.022837639E0
2.988692371E2,-3.237622976E-2,2.666417956E-1,2.020092964E0
2.989692038E2,-3.949519396E-1,7.881546021E-2,1.803133965E0
2.990691704E2,-1.344547272E-1,-1.663214803E0,-6.554870605E-1
2.991691371E2,1.412291527E-1,-2.475164831E-1,-2.287866116E0
2.992691038E2,3.038273454E-1,8.972903490E-1,-2.726606846E0
2.993690705E2,-2.978575230E-2,-1.495143652E0,1.350672722E0
2.994690371E2,5.905395746E-1,-7.108089924E-1,1.182953835E0
2.995690038E2,1.174566388E0,-1.989759684E0,2.426499367E0
2.996689705E2,-1.644368768E-1,4.721465707E-1,-4.483347893E0
2.997689371E2,3.170716763E-2,8.902884722E-1,-3.203348637E0
2.998689038E2,-5.581892729E-1,-2.452941239E-1,1.758563042E0
2.999689038E2,-4.968594313E-1,-4.611414671E-2,3.102027893E0
3.000689038E2,-5.532035828E-1,-1.815044165E0,7.791891098E-1
3.001689038E2,-1.558429003E-1,-1.102847457E0,-2.279148102E-1
3.002689038E2,7.283230424E-1,-9.997531772E-2,-2.553751469E0
3.003689038E2,5.793652534E-1,3.584629893E-1,-1.738963127E0
3.004689038E2,-1.063176036E0,-2.472500205E-1,5.403246880E0
3.005689036E2,-9.140908718E-3,-3.659413099E0,2.132463455E0
3.006689036E2,1.961487532E-1,-6.027538776E-1,-2.435547829E0
3.007689036E2,-6.420897245E-1,5.060027838E-1,-3.185494423E0
3.008689036E2,9.188985825E-2,6.138172746E-2,9.458541870E-3
3.009689036E2,-1.033572674E0,-1.064632058E0,4.145871162E0
3.010689036E2,-8.024948835E-1,-1.829150438E0,2.515006065E0
3.011686119E2,1.006065011E0,-5.554175377E-1,-9.903030396E-1
3.012686119E2,-1.565193534E-1,9.228946567E-1,-3.292500973E0
3.013686119E2,1.236870065E-1,-8.275715709E-1,8.318195343E-1
3.014686119E2,2.310679406E-1,-7.456162572E-1,2.635313034E0
3.015686113E2,1.236354351E0,-1.678739429E0,3.325678825E0
3.016686113E2,1.419951320E0,-9.610995054E-1,-1.018063545E0
3.017686113E2,2.496946454E-1,1.271043897E0,-4.721642971E0
3.018686113E2,-1.336615682E-1,1.689268202E-1,4.009723663E-1
3.019686113E2,-5.626740456E-1,-3.314667940E-1,2.737429619E0
3.020686113E2,-3.289680481E-1,-5.009295940E-1,1.936298370E0
3.021686113E2,1.070291162E0,-1.741761565E0,-4.387016296E-1
3.022685780E2,1.165049672E-1,2.024400681E-1,-3.131522179E0
3.023685446E2,1.244273782E-1,2.270413190E-1,-1.631447792E0
3.024685113E2,5.534913540E-1,-1.364137769E0,1.785085678E0
3.025684780E2,1.095346570E0,-1.050585866E0,2.012193680E0
3.026684446E2,2.040978193E0,-1.362657309E0,1.704256058E0
3.027684113E2,2.113197148E-1,1.229582787E0,-4.936081409E0
3.028683780E2,1.911277175E-1,4.161487520E-1,-2.027836323E0
3.029683446E2,2.196550369E-3,-8.486944437E-2,1.270550728E0
3.030683113E2,1.707130671E-1,-6.217021942E-1,3.158492088E0
3.031682779E2,-9.131371975E-2,-1.793627858E0,-9.201831818E-1
3.032682113E2,-1.821744442E-1,1.145217866E-1,-2.829027653E0
3.033681446E2,1.395041049E-1,6.939877868E-1,-3.241930485E0
3.034664789E2,7.106716037E-1,-1.293207765E0,1.338297844E0
3.035664125E2,9.050352573E-1,-1.919737905E-1,9.835319519E-1
3.036663458E2,1.273754597E0,-1.667461872E0,2.478350639E0
3.037662792E2,-8.488976359E-1,7.112246752E-1,-4.009167671E0
3.038662124E2,-2.396011353E-2,5.616558790E-1,-2.309837818E0
3.039661458E2,-6.812950969E-1,-2.366366386E-1,8.259344101E-1
3.040660793E2,-1.293549776E0,-2.368101329E-1,2.648775101E0
3.041660126E2,-7.367438078E-1,-2.643690586E0,1.531926155E0
3.042659459E2,5.932852626E-1,8.359105140E-2,-2.943678856E0
3.043658793E2,3.387887478E-1,7.792006135E-1,-2.056727886E0
3.044658126E2,1.347873449E0,-1.263010979E0,1.203246117E0
3.045657459E2,-3.144800067E-1,-1.083589196E-1,1.135488510E0
3.046656793E2,-1.020040751E0,-2.346862078E0,1.172224998E0
3.047656126E2,4.135074019E-1,-7.115597278E-2,-3.218124390E0
3.048655459E2,7.671328187E-1,1.002880454E0,-2.471965313E0
3.049654793E2,-3.527902365E-1,-2.681896091E-1,1.469268799E0
3.050663583E2,4.131776094E-2,-9.193570018E-1,4.137605667E0
3.051662916E2,-1.004485846E0,-1.481863260E0,1.658856392E0
3.052662583E2,2.104324102E-1,-9.169161916E-1,-2.599109173E0
3.053662249E2,-3.628820777E-1,3.505833745E-1,-3.442307949E0
3.054661916E2,-2.544164658E-2,-7.438201308E-1,1.485541344E0
3.055661583E2,-8.766863942E-1,-1.119393587E0,4.586236000E0
3.056661249E2,2.051284611E-1,-2.114188671E0,3.176403046E0
3.057660916E2,4.245558381E-1,-4.607317448E-1,-1.637869835E0
3.058660582E2,-2.654910088E-2,1.082548738E0,-3.014658928E0
3.059660249E2,-1.043277383E-1,3.396922946E-1,2.148828506E-1
3.060659916E2,-1.115170717E-1,-1.645065665E0,4.010995865E0
3.061659583E2,4.926230907E-1,-4.697812796E-1,2.269580841E0
3.062659583E2,1.069370985E0,-1.424693346E0,-1.389072418E0
3.063659583E2,7.195127010E-2,4.487399459E-1,-2.511658192E0
3.064659583E2,3.476530313E-1,2.361318469E-1,-1.014681816E0
3.065659583E2,4.280436337E-1,-1.401575685E0,1.338477135E0
3.066659584E2,9.978129864E-1,-8.545199037E-1,1.114005089E0
3.067659584E2,1.675733566E0,-1.415886641E0,1.498104095E0
3.068659584E2,5.250692368E-2,1.154082179E0,-4.659450054E0
3.069659584E2,3.565620780E-1,4.254468381E-1,-1.793968201E0
3.070659582E2,-7.150661945E-2,-5.822358131E-1,2.135184288E0
3.071659582E2,1.546235085E-1,4.716577828E-1,5.660800934E-1
3.072659582E2,-1.698963642E-1,-2.404448509E0,6.488752365E-1
3.073659582E2,5.528693795E-1,-1.637975574E-1,-2.926451206E0
3.074659584E2,-4.607546329E-1,6.339542866E-1,-1.777799606E0
3.075659584E2,2.801836729E-1,-1.254760265E0,1.112540245E0
3.076659584E2,-1.154422760E-3,-8.947308064E-1,2.789777756E0
3.077659584E2,-3.474480510E-1,-1.802730560E0,1.422935486E0
3.078659584E2,-3.844951391E-1,3.750867248E-1,-3.284956455E0
3.079659584E2,1.908115149E-1,1.242258072E0,-2.975008488E0
3.080659583E2,-1.698708534E-2,2.183862925E-1,9.601745605E-1
3.081659583E2,-9.389870167E-1,-1.412777424E0,4.221489906E0
3.082659583E2,-1.080243707E0,-1.919979811E0,8.464498520E-1
3.083659583E2,2.755289674E-1,-1.331504107E0,-1.733741760E0
3.084659583E2,4.149302840E-1,7.707504034E-1,-4.073619366E0
3.085659583E2,3.732350767E-1,-7.268319130E-1,1.683052063E0
3.086659583E2,-5.744636059E-3,-7.337763906E-1,4.598511696E0
3.087659583E2,4.136409461E-1,-1.684125900E0,4.227558136E0
3.088659583E2,1.116790652E0,-1.759177923E0,-1.107679367E0
3.089659583E2,2.738457918E-1,9.776563048E-1,-3.818683147E0
3.090659583E2,4.326933622E-1,8.067852259E-1,-9.393529892E-1
3.091659583E2,-1.865867972E-1,-8.367682695E-1,2.617366791E0
3.092659583E2,7.962059379E-1,-5.306119323E-1,2.720947266E0
3.093659583E2,5.191569328E-1,-1.599962354E0,-1.467475891E-1
3.094659583E2,1.060693860E-1,6.902393103E-1,-3.227858067E0
3.095659583E2,1.551582217E-1,4.085970223E-1,-1.170699120E0
3.096659582E2,8.426657319E-1,-9.658838511E-1,6.591959000E-1
3.097659582E2,7.467008233E-1,-7.788052559E-1,1.207025528E0
3.098659582E2,1.089056969E0,-1.222938895E0,5.584306717E-1
3.099659582E2,1.977823973E-1,3.845680952E-1,-3.574288845E0
3.100659582E2,4.433052838E-1,5.734714270E-1,-2.510972023E0
3.101659582E2,1.320165396E-1,-1.191523373E-1,-1.961793900E-1
3.102659582E2,-1.157068491E0,-6.707094908E-1,2.956449509E0
3.103659582E2,-8.725160360E-1,-2.446800947E0,2.924195290E0
3.104659580E2,-3.982812166E-2,1.764500141E-2,-2.276873112E0
3.105659580E2,1.284745634E-1,3.313440084E-1,-3.512616634E0
3.106659580E2,8.623892069E-1,1.521718055E-1,-7.346553802E-1
3.107659573E2,-5.110307336E-1,-1.115830541E0,2.499199867E0
3.108659573E2,1.279243112E0,-2.146294594E0,4.165264130E0
3.109659573E2,2.606109977E-1,-1.411232471E0,8.809947968E-1
3.110659573E2,-3.468549252E-1,1.017755628E0,-5.003872871E0
3.111659573E2,4.172048867E-1,3.939726651E-1,-1.861947060E0
3.112659573E2,-4.519205093E-1,-7.497113347E-1,3.020841599E0
3.113659573E2,-4.584007263E-1,-1.035727561E-1,2.189946175E0
3.114659573E2,-1.101603866E0,-1.700567961E0,1.136634827E0
3.115659573E2,-2.471454740E-1,-3.159161806E-1,-2.529464245E0
3.116659573E2,1.641333401E-1,-4.959707856E-1,-2.161227703E0
3.117659577E2,5.793706179E-1,-5.098558068E-1,-8.722887039E-1
3.118659577E2,-3.100491762E-1,-1.232155800E0,2.258619308E0
3.119659577E2,1.442204416E-1,-2.570528507E0,4.078126907E0
3.120659577E2,2.924573720E-1,-1.112040401E0,-1.099228859E0
3.121659577E2,-5.062354803E-1,-4.536871314E-1,-3.934154034E0
3.122659577E2,3.538068533E-1,-3.387997150E-1,-2.192993641E0
3.123659577E2,-3.957897425E-1,-3.044408858E-1,2.893602371E0
3.124659577E2,-1.721316576E-1,-8.954113722E-2,3.009716034E0
3.125659577E2,-1.120878816E0,-1.759510040E0,1.314053535E0
3.126659577E2,3.447649181E-1,-1.465551138E0,-2.218441010E0
3.127659577E2,9.822988510E-2,-5.927074552E-1,-2.305405140E0
3.128659577E2,1.638916433E-1,1.521853060E-1,4.288387299E-1
3.129659577E2,4.357844591E-3,-4.189852476E-1,1.446045876E0
3.130659577E2,1.004331589E0,-1.250128031E0,2.429629326E0
3.131659577E2,1.101672888E0,-1.982263327E0,3.297586441E-1
3.132659577E2,9.315283895E-1,-1.168068528E0,-3.134919643E0
3.133659577E2,2.479591370E-1,1.026356220E-1,-1.305313110E0
3.134659577E2,3.287414610E-1,-7.993337512E-2,6.699218750E-1
3.135659250E2,3.128337264E-1,1.275853664E-1,8.424091339E-2
3.136658917E2,-1.156519651E-1,-9.859965444E-1,2.443305016E0
3.137658590E2,-6.709572077E-1,-1.837315559E0,1.194155693E0
3.138658257E2,1.488408446E-1,-1.451368809E0,-1.236490250E0
3.139657923E2,-2.508036494E-1,-1.122169256E0,-7.613544464E-1
3.140657590E2,-1.563138962E-1,-1.028500438E0,-4.312725067E-1
3.141657257E2,-4.892274141E-1,-2.084403485E-1,-9.389371872E-1
3.142656924E2,-3.469640017E-1,3.385756314E-1,2.345809937E-1
3.143656591E2,3.288035691E-1,-6.492204070E-1,2.328510284E0
3.144656258E2,-6.173676252E-2,-2.183274508E0,2.092370033E0
3.145655924E2,8.711296320E-1,-2.317043543E0,-1.085011482E0
3.146655591E2,2.816116214E-1,-2.138062477E0,-2.122040272E0
3.147655253E2,3.612105846E-1,-1.964963794E0,9.332141876E-1
3.148654920E2,2.473692298E-1,-8.026607037E-1,2.252759933E-1
3.149654586E2,4.449163675E-1,-1.096957088E0,9.089822769E-1
3.150654253E2,2.895764709E-1,-9.599238634E-1,-2.456579208E-1
3.151652860E2,-5.808126926E-2,-9.032710791E-1,1.314258575E-2
3.152652527E2,-3.723318577E-1,-1.200497746E-1,-2.983732224E-1
3.153652194E2,1.895256341E-1,-3.904281557E-1,8.352060318E-1
3.154651861E2,-2.705192566E-2,-3.342065215E-1,-1.863403320E-1
3.155651534E2,-5.430763960E-2,-5.563285947E-2,-6.552219391E-2
3.156651201E2,9.730085731E-2,-3.054067492E-2,-2.747325897E-1
3.157650868E2,3.287566304E-1,1.896473616E-1,4.212198257E-1
3.158650534E2,2.718448639E-3,3.496190906E-2,7.761955261E-3
3.159650201E2,-9.307858348E-2,-5.755990744E-2,9.133529663E-2
3.160649868E2,-2.491337061E-2,4.682302475E-2,5.965518951E-2
3.161649534E2,4.252910614E-2,-1.642686129E-2,2.076168060E-1
3.162649202E2,1.474124640E-1,7.971161604E-2,-6.435680389E-2
3.163648868E2,1.021296382E-1,1.219640672E-1,-1.379203796E-1
3.164648535E2,1.089657843E-1,6.050813198E-2,2.227115631E-1
3.165648535E2,1.166619956E-1,-1.540398598E-2,1.491079330E-1
3.166648535E2,-5.963093042E-2,6.054070592E-2,-1.297597885E-1
3.167648536E2,2.166375518E-2,-1.958936453E-2,1.354007721E-1
3.168648536E2,6.855036318E-2,-8.182889223E-2,-4.712200165E-2
3.169648536E2,7.820861042E-2,5.039039254E-2,4.655838013E-2
3.170648536E2,1.041372418E-1,-9.869903326E-3,2.422428131E-2
3.171648536E2,6.235051155E-2,-1.956951618E-2,8.331394196E-2
3.172648535E2,-4.454371333E-2,-7.230997086E-2,7.398319244E-2
3.173648535E2,-3.907093406E-2,-2.546051145E-2,3.811359406E-2
3.174648535E2,-6.981530786E-2,-4.665875435E-2,-1.078538895E-1
3.175648542E2,6.190493703E-2,-4.271823168E-2,3.462696075E-2
3.176648543E2,1.014651805E-1,-1.144999564E-1,7.461166382E-2
3.177648537E2,9.241901338E-2,-6.639117002E-2,6.542205811E-3
3.178648537E2,-4.441559315E-3,-1.175310612E-1,5.410957336E-2
3.179648537E2,3.186555207E-2,-8.531883359E-2,2.520751953E-2
3.180648537E2,-5.219213665E-2,-1.568773538E-1,6.338405609E-2
3.181648537E2,-4.821464419E-3,-4.243630171E-2,5.395698547E-2
3.182648536E2,-3.496327996E-2,-1.206046343E-1,1.886911392E-1
3.183648536E2,1.182082742E-1,-6.440496445E-2,-1.330566406E-2
3.184648536E2,-1.531661153E-1,-6.314247847E-2,1.352682114E-1
3.185648536E2,-6.036400795E-2,-1.081618369E-1,1.051807404E-1
3.186648536E2,2.049410343E-2,1.427888870E-2,6.485939026E-3
3.187648536E2,-1.239955425E-3,1.816025376E-2,-1.311531067E-1
3.188648536E2,1.450955868E-3,7.125028968E-2,1.594095230E-1
3.189648536E2,4.288578033E-2,-1.309454739E-1,2.144155502E-1
3.190648538E2,6.030803919E-2,5.717128515E-3,-5.911159515E-2
3.191648538E2,1.477807760E-2,-2.187132835E-2,-1.094722748E-2
3.192648537E2,1.278387159E-1,-4.103434086E-2,4.318904877E-2
3.193648537E2,-4.968255758E-3,-1.136114895E-1,2.330474854E-1
3.194648537E2,-3.953129053E-3,4.165434837E-2,5.912685394E-2
3.195648530E2,2.151693404E-1,-3.103039265E-1,3.830718994E-1
3.196648530E2,1.279630363E-1,1.148393154E-1,-5.308971405E-1
3.197648530E2,-1.354470849E-2,-1.046925336E-1,2.584037781E-1
3.198648530E2,2.643001080E-1,1.439524591E-1,4.530715942E-2
3.199648530E2,-3.726381063E-2,-9.521946311E-2,7.084178925E-2
3.200648530E2,-8.870163560E-2,-2.442627400E-1,6.375312805E-3
3.201648530E2,7.738396525E-2,-3.958475590E-2,-6.802845001E-2
3.202648530E2,7.782727480E-2,-4.010915756E-2,8.395957947E-2
3.203648530E2,-2.547198534E-2,-1.331838816E-1,1.245317459E-1
3.204648530E2,-1.510494947E-2,-1.919528842E-2,-2.169151306E-1
3.205648530E2,2.435497642E-1,-6.308913231E-3,1.452674866E-1
3.206648529E2,2.554938197E-2,-4.963874817E-4,-2.043218613E-1
3.207648535E2,5.497720838E-2,-1.393900514E-1,7.344436646E-2
3.208648535E2,-8.842900395E-2,1.582919061E-1,-1.268014908E-1
3.209648535E2,-1.610420346E-1,-1.046019047E-1,1.992225647E-1
3.210648535E2,-3.845058084E-1,1.924994886E-1,-2.222690582E-1
3.211648535E2,-1.240469575E0,3.616593778E-1,-6.235265732E-1
3.212648535E2,-3.599153042E0,3.206149340E-1,8.814907074E-2
3.213649629E2,-2.249903440E0,-8.891600966E-1,-3.258409500E-1
3.214649629E2,-2.195979595E0,-1.430045962E0,-1.869258881E-1
3.215649629E2,-1.909428358E0,-1.946819782E0,4.367160797E-1
3.216649629E2,5.299105048E-1,-2.041978836E0,7.040691376E-2
3.217649629E2,2.554953814E0,-2.286924124E-1,-8.093833923E-1
3.218649628E2,1.114969730E0,-1.741499186E0,2.682098389E0
3.219649628E2,8.193624020E-1,-3.899071217E-1,-1.229211807E0
3.220649636E2,7.269859314E-1,4.531092346E-1,-1.075514793E0
3.221649636E2,5.727499723E-1,1.527386665E0,-2.727861404E-1
3.222649644E2,-6.981168985E-1,1.400826097E0,-4.478721619E-1
3.223649644E2,1.337606907E0,1.270207644E0,8.877391815E-1
3.224649644E2,1.151164770E0,-1.123906970E-1,1.921549797E0
3.225649651E2,-1.425184011E0,-9.962483048E-1,1.112372398E0
3.226649651E2,-7.233883739E-1,-3.123673797E-1,-1.441278458E0
3.227649651E2,-6.992847323E-1,5.191792846E-1,-2.360773563E0
3.228649651E2,-1.248045862E-1,4.148373604E-1,-6.528720856E-1
3.229649651E2,-2.793663740E-1,-1.090841532E0,2.677164078E0
3.230649651E2,7.172968388E-1,-2.211927891E0,3.428790092E0
3.231649651E2,1.732720852E0,-7.518483400E-1,2.799720764E-1
3.232649651E2,-5.702810287E-1,9.277016521E-1,-3.410398006E0
3.233649651E2,1.087111950E0,7.534486055E-1,-3.030182362E0
3.234649768E2,-5.288333297E-1,-8.145157695E-1,1.078507423E0
3.235649761E2,-3.810215741E-2,-1.047441125E0,2.459151268E0
3.236649761E2,-1.225216508E0,-1.881727934E0,1.489897728E0
3.237649761E2,-6.765801311E-1,1.985356212E-3,-2.569813728E0
3.238649761E2,-6.941424012E-1,6.071503162E-1,-3.675946712E0
3.239649761E2,-1.634613425E-1,-6.209701300E-1,1.106781960E0
3.240649762E2,-9.896304607E-1,-1.876544952E-1,3.347684860E0
3.241649762E2,3.849905729E-1,-2.190816879E0,2.655021667E0
3.242649763E2,-7.294498682E-1,-7.861599922E-1,-1.522321701E-1
3.243649763E2,-4.227340221E-2,2.397840023E-1,-3.412618160E0
3.244649763E2,-1.208286285E-1,-4.615997970E-1,-1.484088898E0
3.245649756E2,7.610011697E-1,1.085304737E0,1.832532883E0
3.246649756E2,4.449119866E-1,-1.245225549E0,1.797421455E0
3.247649756E2,-4.815092683E-2,-1.337657452E0,-7.846517563E-1
3.248649758E2,-1.153488278E0,-5.138871074E-1,-2.101371288E0
3.249649758E2,-2.369188517E-1,3.339102566E-1,-1.636849403E0
3.250649749E2,2.861930728E-1,-1.421334386E0,1.742965698E0
3.251649749E2,1.111093044E0,-9.838472605E-1,1.381972313E0
3.252649223E2,1.039116502E0,-1.878834724E0,5.503034592E-1
3.253649223E2,-1.727711707E-1,4.677081406E-1,-3.012876511E0
3.254649224E2,1.091408283E-1,6.377972364E-1,-2.061063766E0
3.255649224E2,4.453983307E-1,4.228835702E-1,1.174223900E0
3.256649224E2,6.284579635E-3,-8.869064450E-1,3.408297539E0
3.257649217E2,-3.181834519E-1,-1.669176340E0,-2.208480835E-1
3.258649226E2,-3.856632710E-1,-7.255425453E-1,-2.480690002E0
3.259649226E2,-3.462707996E-1,3.474103808E-1,-3.175515652E0
3.260649226E2,-3.413285315E-1,-9.937433600E-1,1.363814354E0
3.261649226E2,-5.391429067E-1,-3.439809084E-1,2.673561096E0
3.262649225E2,-5.237838626E-1,-1.921987772E0,4.002876282E-1
3.263649225E2,5.303838849E-1,1.874457896E-1,-1.767280579E0
3.264649226E2,-3.358563781E-1,7.467197776E-1,-2.495216370E0
3.265649232E2,3.168548346E-1,-4.502691925E-1,4.035072327E-1
3.266649232E2,-1.585955381E0,-5.995039940E-1,2.884264946E0
3.267649232E2,-9.338055849E-1,-1.891080856E0,1.319371223E0
3.268649233E2,-5.448478460E-1,-7.019015551E-1,-1.862448215E0
3.269649233E2,-9.578034282E-2,5.856829882E-1,-2.400874138E0
3.270649242E2,-4.136705399E-1,-3.357809484E-1,-1.955633163E-1
3.271649242E2,-1.203040838E0,-5.743234158E-1,4.000254631E0
3.272649241E2,1.206758469E-1,-2.530013561E0,2.202672958E0
3.273649241E2,2.152014971E-1,-1.330515742E-2,-1.958391666E0
3.274649241E2,-5.237190723E-1,1.250873089E0,-2.315484524E0
3.275649247E2,-3.486801386E-1,1.381829530E-1,7.377214432E-1
3.276649248E2,-3.879064620E-1,-6.731520891E-1,4.700111389E0
3.277649248E2,-1.542626023E0,-1.847986698E0,2.486259460E0
3.278649247E2,1.051867127E0,-1.927750230E0,-2.618246078E0
3.279649247E2,-2.100661099E-1,-1.652147174E-1,-3.431128025E0
3.280649247E2,1.344715357E-1,-1.369363666E-1,-6.554698944E-1
3.281649247E2,9.340390563E-3,-1.072394609E0,3.451045036E0
3.282649238E2,1.093224287E0,-1.703454256E0,3.258137703E0
3.283649238E2,2.562375069E-1,-1.211156249E0,9.659662247E-1
3.284649238E2,-2.353421450E-1,4.402205646E-1,-3.554982662E0
3.285649239E2,-6.820708513E-4,2.136701345E-1,-4.602041245E-1
3.286649239E2,3.679506779E-1,-2.372512221E-1,1.726521492E0
3.287649241E2,4.185720682E-1,-8.490300179E-1,2.028472900E0
3.288649233E2,4.513390064E-1,-1.425281644E0,1.921653748E-1
3.289649233E2,-9.713433981E-1,-3.500781655E-1,-2.632139683E0
3.290649233E2,-5.671780184E-2,5.473703146E-2,-1.779714584E0
3.291649233E2,6.599090099E-1,-1.324636459E0,1.738553047E0
3.292649233E2,1.494768858E0,-6.717137098E-1,2.205430031E0
3.293649233E2,1.663709044E0,-1.248637319E0,3.329553604E-1
3.294649233E2,-2.058598548E-1,-2.901505232E-1,-3.147862911E0
3.295649233E2,-9.181544185E-3,6.427000761E-1,-2.818808556E0
3.296649235E2,5.131884664E-2,7.271480560E-2,1.122789383E0
3.297649235E2,-5.972872376E-1,-1.023967266E0,2.485919952E0
3.298649234E2,-7.049583197E-1,-1.247389436E0,-3.129396439E-1
3.299649234E2,-2.869861722E-1,-7.649676204E-1,-2.782949448E0
3.300649225E2,-2.074429989E-1,3.535928726E-1,-2.667373180E0
3.301649225E2,-2.633705139E-1,-7.177972794E-1,7.896108627E-1
3.302649225E2,-5.193807483E-1,3.574000001E-1,3.064283371E0
3.303649225E2,-1.176165342E0,-2.327337980E0,2.034765244E0
3.304649225E2,-5.028531551E-1,-3.206406236E-1,-1.909462929E0
3.305649225E2,-2.921085991E-2,6.880176663E-1,-3.226948261E0
3.306649225E2,-2.188673243E-2,1.546716094E-1,1.703662872E-1
3.307649225E2,-3.628418446E-1,-5.355288386E-1,2.807985306E0
3.308649225E2,-1.873140574E0,-2.244364738E0,2.959017754E0
3.309649225E2,-1.700277328E-1,-4.053174853E-1,-2.485520363E0
3.310649225E2,-6.536923647E-1,-3.122814596E-1,-2.955546856E0
3.311649225E2,-9.983825684E-2,-3.094863892E-1,1.641654968E-1
3.312649225E2,-4.680498540E-1,-3.924276829E-1,4.026661873E0
3.313649225E2,1.539266109E-1,-2.428741932E0,2.676353455E0
3.314649223E2,3.949639797E-1,-7.349091768E-1,-1.052465439E0
3.315649223E2,-1.699820533E-2,6.968629956E-1,-3.214398861E0
3.316649224E2,4.588902891E-1,2.448947430E-1,-3.382921219E-1
3.317649228E2,3.195916116E-1,-5.928903222E-1,2.286369324E0
3.318649227E2,-6.756290197E-1,-1.416894197E0,3.502479553E0
3.319649227E2,1.117344499E-1,-1.512721062E0,-1.230957985E0
3.320649227E2,-6.255962849E-1,2.080267668E-2,-3.649378777E0
3.321649227E2,1.974346787E-1,-3.893468082E-1,6.717243195E-1
3.322649227E2,5.605198145E-1,-4.006361961E-2,2.341929436E0
3.323649227E2,7.246162891E-1,-1.752212405E0,3.718169212E0
3.324649227E2,1.156073213E0,-9.458631277E-1,-2.675647259E0
3.325649220E2,-1.683234692E0,-4.049274325E-1,-3.158359051E0
3.326649219E2,3.948225379E-1,-5.140954256E-2,-1.887117863E0
3.327649219E2,-6.573491096E-1,-2.001562715E-1,3.021895409E0
3.328649218E2,7.566468120E-1,-1.139675975E0,3.113898277E0
3.329649218E2,3.243213892E-1,-1.613585711E0,-6.154356003E-1
3.330649218E2,-9.415817857E-1,1.399370730E-1,-3.464034557E0
3.331649218E2,1.562976092E-1,3.802847564E-1,-8.338289261E-1
3.332649218E2,4.134914279E-1,-8.744165897E-1,1.364587784E0
3.333649218E2,3.098683953E-1,-6.367348433E-1,1.417407990E0
3.334649218E2,1.359811902E0,-1.789790154E0,7.607955933E-1
3.335649211E2,-6.291829348E-1,3.714195788E-1,-3.776804447E0
3.336649211E2,4.452887177E-1,6.555117369E-1,-2.359518528E0
3.337649211E2,-3.451535106E-1,-2.075956464E-1,2.377701759E0
3.338649211E2,-8.724507689E-1,2.357335091E-1,2.121416092E0
3.339649211E2,-8.016628027E-1,-1.972274542E0,-3.616256714E-1
3.340649212E2,-1.861286163E-2,-7.799181342E-1,-3.387701511E0
3.341649212E2,-6.430505514E-1,4.603807926E-1,-2.501823902E0
3.342649213E2,-5.585863590E-1,-7.075589895E-1,1.576523781E0
3.343649213E2,-8.088270426E-1,-5.815762281E-1,3.796616554E0
